ID,tweet,sentiment4,product_review_3
4828,"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",Positive emotion,Product Review
7669,Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,No emotion toward brand or product,Not Product Review
717,#hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,Positive emotion,Product Review
5237,RT @mention #hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,Positive emotion,Product Review
543,Google to give social networking another try with &quot;Circles&quot;: via @mention @mention  {link} #sxsw,No emotion toward brand or product,Not Product Review
3611,"Google tries to give doodles a whimsical, fun spirit. #sxsw #GoogleDoodles",No emotion toward brand or product,Not Product Review
8519,"On perception of Google Street View as ���Big Brother�۝ - trying to be transparent about data we have, give users control - @mention #SXSW",No emotion toward brand or product,Not Product Review
1637,"@mention @mention They're growing by 130,000+ users a week. Let's hope they make an android app for @mention 's sake. #sxsw",Negative emotion,Not Product Review
927,"Hope it's not a flop akaBuzz! @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",No emotion toward brand or product,Not Product Review
7740,iPhone version of flipboard hopefully out this summer #sxflip #sxsw,Positive emotion,Not Product Review
3311,"IPad Design Headaches. interface metaphor. Looks like a book, make it behave like a book. Simple stuff, but often forgotten. #SXSW",No emotion toward brand or product,Not Product Review
853,For those looking for HIG-like guidelines when designing for android {link} by Adam Beckley #uxamandroid @mention #SXSW,No emotion toward brand or product,Not Product Review
9069,@mention you'll be at the google party tonight? Going to try and make it. too many events! #SXSWi #SXSW,No emotion toward brand or product,Not Product Review
4118,Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,No emotion toward brand or product,Not Product Review
1701,@mention #SXSW #Apple #iPad2 {link},No emotion toward brand or product,Not Product Review
3496,@mention Hmmmm {link} #SXSW #Apple,No emotion toward brand or product,Not Product Review
114,"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",No emotion toward brand or product,Not Product Review
7149,#apple store #atx  {link} #SXSW,No emotion toward brand or product,Not Product Review
7426,"#SXSW #AppleStore  @mention Apple Store, SXSW {link}",No emotion toward brand or product,Not Product Review
7837,Apple does a popup store just for #sxsw {link} #gonnagetanipad2,No emotion toward brand or product,Not Product Review
8688,Apple Popup Store at #SXSW {link},No emotion toward brand or product,Not Product Review
8113,At Apple store at #sxsw,No emotion toward brand or product,Not Product Review
8950,At the #SXSW #apple store in #ATX  {link},No emotion toward brand or product,Not Product Review
5458,RT @mention Apple Popup Store at #SXSW {link},No emotion toward brand or product,Not Product Review
7418,Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,No emotion toward brand or product,Not Product Review
3428,Apple to have a pop-up store at South by South West: {link} #sxsw,No emotion toward brand or product,Not Product Review
5474,RT @mention Apple to have a pop-up store at South by South West: {link} #sxsw,No emotion toward brand or product,Not Product Review
1485,"Craziness... #iPad2 #SXSW @mention Apple Store, SXSW {link}",No emotion toward brand or product,Not Product Review
8277,Late night security guard at #sxsw popup Apple store {link},No emotion toward brand or product,Not Product Review
6240,RT @mention Late night security guard at #sxsw popup Apple store {link},No emotion toward brand or product,Not Product Review
8216,Leo laport At apple popup store for #sxsw.  He is taping for # {link} ipadtoday,No emotion toward brand or product,Not Product Review
2060,Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},No emotion toward brand or product,Not Product Review
7569,Line is crazy long at #sxsw Apple store for #iPad2,No emotion toward brand or product,Not Product Review
8894,@mention What is the most optimal way to access my Lanyrd account on my iPhone while at #SXSW?,No emotion toward brand or product,Not Product Review
3086,"Hmmm, something seems amiss at the #apple store #gsdm #SXSW #welivehere  @mention Apple Store, SXSW {link}",No emotion toward brand or product,Not Product Review
720,Soo where is this Apple store at #SXSW ?,No emotion toward brand or product,Not Product Review
1256,On my way to the Apple Store to upgrade my pager. {link} #SXSW,No emotion toward brand or product,Not Product Review
4330,WOW! RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,No emotion toward brand or product,Not Product Review
8497,Apple setting up a temporary store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link}  #apple #news #SXSWi,Positive emotion,Product Review
8937,CLIENT NEWS! @mention Releases &quot;Dope Melodies &amp; Heavy Bass&quot; &amp; Invades #SXSW -&gt; {link},No emotion toward brand or product,Not Product Review
7937,"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",No emotion toward brand or product,Not Product Review
216,"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",No emotion toward brand or product,Not Product Review
5309,"RT @mention #sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",No emotion toward brand or product,Not Product Review
6595,RT @mention RT @mention news Google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,No emotion toward brand or product,Not Product Review
4145,Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,No emotion toward brand or product,Not Product Review
3572,@mention I wish we had our LiveBlog iPhone app &amp; #wordpress plugin ready for #SXSW. Not quite.,Negative emotion,Not Product Review
8865,#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-(,Positive emotion,Not Product Review
8866,#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-( (via @mention,Positive emotion,Not Product Review
8673,Lines around the block for the new iPad 2 in Austin #sxsw. This is one lucky recipient.  {link},No emotion toward brand or product,Not Product Review
415,"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}",No emotion toward brand or product,Not Product Review
494,"Watch out FB 4 big brother RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",No emotion toward brand or product,Not Product Review
8564,@mention To sell iPad 2s to #SXSW attendees. It worked. They sold out.,Positive emotion,Not Product Review
7339,Took an ipad from work for #SXSW - now i have to figure out what i'm gonna need on it while i'm there.,No emotion toward brand or product,Not Product Review
7021,6th and Congress. Dude is creatively saving up for an iPad 2!  Www.socialmediabum.tumblr.com #sxsw {link},No emotion toward brand or product,Not Product Review
5016,save me some cash! TechCrunch Giveaway: An iPad 2��#TechCrunch {link} via @mention #winning! #ipad2 #sxsw #apple,No emotion toward brand or product,Not Product Review
348,is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,No emotion toward brand or product,Not Product Review
4541,Does anyone have a picture of #apple 's pop up store at #sxsw Austin???  I wanna see!,No emotion toward brand or product,Not Product Review
2861,"#google sees itself not as a search engine, but an organizer of information, giving them a path to innovate new products #savebrands #sxsw",No emotion toward brand or product,Not Product Review
2945,Thanks @mention for giving me new top cover for my banged up juicepack iphone case. You and your products rock! #tradeshow #sxsw,Positive emotion,Product Review
2776,"Foursquare�۪s Extra Special: A Revamped, Fully Automated Merchant Platform {link} #DennisCrowley #iPhone #SXSW",No emotion toward brand or product,Not Product Review
7742,SXSW: Foursquare updates its merchant platform with new ���Specials�۝ {link} #Android #FlashSpecial #free #iPhone #SXSW,No emotion toward brand or product,Not Product Review
1084,"I guess i should say I told you so!
Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch {link}",No emotion toward brand or product,Not Product Review
416,"If u read d article,google say it's a rumor ���@mention to Launch Major New Social Network Called Circles,{link} #sxsw�۝",No emotion toward brand or product,Not Product Review
3881,@mention Is there already a line for the iPad 2's that just arrived? #SXSW,No emotion toward brand or product,Not Product Review
2585,Can already tell i should have brought as ass pillow and iPhone backup charger to #sxsw #numbassonfloor,Negative emotion,Product Review
2535,@mention did you snag an iPad 2 yesterday? thoughts so far? #SXSW,No emotion toward brand or product,Not Product Review
861,So geeky! Love it! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive emotion,Product Review
